"";"Blood rage";"Dark Souls";"Days gone";"Hellblade";"Henri de Toulouse-Lautrec";"Paul Cézanne";"Paul Gauguin";"Plague tale";"Runewars";"Sekiro";"Sims 4 Psy i Koty";"Sims 4 Witaj w pracy";"Sims 4 Wyspiarskie ¯ycie";"Sims 4";"Skyrim";"Small world";"Talisman";"Tomb Rider";"Vincent van Gogh";"WiedŸmin 3"
"tajemniczy";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0;0;0;0;0;0;0;0,0186625173870077
"taki";0;0;0;0;0;0;0;0,0130445398589178;0;0;0;0;0;0,0140722914841658;0;0,01074966710596;0;0,0177246419457051;0;0
"talia";0;0;0;0;0;0;0;0;0,0129102150668217;0;0;0;0;0,016587670267674;0;0;0,0158206103709029;0;0;0
"tamten";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"tekst";0;0;0;0;0;0;0;0;0;0,0214317941605636;0;0;0;0;0;0;0,0192018965022391;0;0;0
"tematyka";0;0;0,0167911999642099;0,0151213568738464;0;0;0;0;0;0,0176578425430078;0;0;0;0;0;0;0;0;0;0
"ten";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0;0,0247905081708012;0;0;0;0;0;0;0
"teren";0;0,016195062687374;0;0;0,0228080466180517;0;0;0;0,0258204301336435;0;0;0;0;0;0;0;0;0;0;0
"the";0;0;0;0;0;0;0;0,00975823367509105;0;0;0,0215772123498908;0,0174569406448865;0,0129624298072105;0,0315811926212037;0,0668063690063926;0;0;0;0;0
"toczyæ";0;0,016195062687374;0;0;0;0;0;0;0,0129102150668217;0;0;0;0;0;0;0;0;0;0;0,0153762112031809
"traciæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0182523521697108;0,0153792967355896;0;0;0;0
"trafiæ";0;0;0;0;0;0;0;0;0;0,0214317941605636;0;0;0;0;0;0;0,0192018965022391;0;0;0
"trakt";0;0,0118343195266272;0,0122699386503067;0;0;0;0;0,0449438202247191;0;0;0;0;0;0;0;0,00925925925925926;0;0;0;0,0112359550561798
"troll";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0,0186625173870077
"trudno";0;0;0;0;0;0;0;0;0;0,0214317941605636;0;0;0;0;0,0182523521697108;0;0;0;0;0
"trudnoœæ";0;0;0;0;0;0;0,0270986692491704;0,0153762112031809;0;0;0;0;0;0;0,0150382724954187;0;0;0;0;0
"trudny";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0
"trzech";0,0442923745984982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"trzeci";0,0121642915296276;0;0;0,0151213568738464;0;0;0;0;0;0;0;0;0;0;0,0150382724954187;0;0;0;0;0
"trzy";0;0;0;0;0;0;0;0;0;0;0;0;0,0204251163743747;0;0;0;0,0158206103709029;0;0;0,0153762112031809
"tutaj";0,00888888888888889;0;0,0122699386503067;0,0110497237569061;0;0;0;0;0;0;0;0;0;0,0121212121212121;0;0;0,0115606936416185;0;0;0
"tu¿";0;0;0;0;0,0228080466180517;0;0;0;0;0,0176578425430078;0;0;0;0,016587670267674;0;0;0;0;0;0
"twarz";0;0;0;0;0;0;0;0;0;0;0,016999786299169;0;0;0,016587670267674;0;0;0;0,0208928671310397;0;0
"tworzyæ";0;0;0;0;0,019349400790728;0;0;0;0;0;0,0288438272656815;0;0;0,0281445829683317;0,0127578466752053;0;0;0;0;0
"twórca";0;0,0118343195266272;0,00613496932515337;0,0165745856353591;0,00833333333333333;0;0;0,0112359550561798;0;0;0;0;0,00746268656716418;0,0121212121212121;0,00549450549450549;0;0;0;0,00833333333333333;0,00561797752808989
"twórczoœæ";0;0;0;0,0151213568738464;0;0,0172136200890956;0;0;0;0;0;0;0;0;0;0;0;0;0,0684241398541552;0
"twórczy";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"tyle";0;0;0;0;0;0,0146033213514928;0;0;0;0;0;0,0116679803763184;0;0,0140722914841658;0;0,01074966710596;0;0;0;0
"tytu³";0;0;0,0167911999642099;0,0151213568738464;0;0;0;0,0153762112031809;0;0;0;0;0;0;0;0;0;0;0;0
"tytu³owy";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0;0;0;0;0,0192018965022391;0;0;0
"uczestniczyæ";0;0;0;0;0,0276827341240614;0;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0;0
"uczyæ";0;0;0;0;0,0276827341240614;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"udaæ";0,0103196804217216;0;0;0,0128283320159523;0;0;0;0;0;0;0;0,0116679803763184;0;0;0;0;0,0134215496814298;0;0;0
"udzia³";0,0121642915296276;0;0;0;0;0;0,0270986692491704;0;0;0;0;0;0;0;0;0,0126711370100287;0;0;0;0
"udzieliæ";0;0,0196563792596885;0;0;0;0;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0;0
"ukoñczyæ";0;0,0118343195266272;0;0;0;0,0125786163522013;0;0,0112359550561798;0;0;0;0;0;0;0;0;0;0;0,0166666666666667;0,0112359550561798
"ulepszaæ";0,0121642915296276;0;0;0;0;0;0;0,0153762112031809;0;0;0;0;0;0;0;0;0;0,0208928671310397;0;0
"umiejêtnoœæ";0;0;0;0;0,0166666666666667;0;0;0;0,0188679245283019;0;0;0,0100502512562814;0;0;0,010989010989011;0;0;0,0305343511450382;0;0
"uniwersum";0;0,0393127585193771;0;0;0;0;0;0;0;0,0428635883211273;0;0;0;0;0;0;0;0;0;0
"urodziæ";0;0;0;0;0,0276827341240614;0,041785259055187;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"utraciæ";0;0;0;0;0,0276827341240614;0;0;0;0;0;0;0;0;0;0,0182523521697108;0;0;0;0;0
"utrzymaæ";0;0,016195062687374;0;0;0,0228080466180517;0;0,0270986692491704;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwaga";0;0;0;0,00959649499539341;0;0;0,0171976791501605;0,00975823367509105;0;0;0;0;0;0;0;0,0080415073803991;0;0,0132592793447802;0;0,00975823367509105
"u¿yæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0576056895067173;0,0253582297319646;0;0
"u¿ywaæ";0,0121642915296276;0;0;0;0;0;0;0,0153762112031809;0;0;0;0;0;0;0;0,0126711370100287;0;0;0;0
"walc";0,0243285830592552;0;0;0;0;0;0;0;0,0129102150668217;0;0;0;0;0;0;0;0,0158206103709029;0;0;0
"walka";0,0117504719545543;0;0,0243299649365772;0,00730347013749924;0;0;0;0;0,00623550988154416;0;0;0;0;0;0;0,00612003747633038;0,0229236085818618;0,0100910541594455;0;0,00742656233082788
"warto";0;0;0,0167911999642099;0;0;0;0;0;0;0,0176578425430078;0;0;0;0;0;0;0;0;0;0,0153762112031809
"wartownik";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0,0192018965022391;0;0;0
"warunek";0,0121642915296276;0;0;0;0;0;0;0;0;0;0,016999786299169;0;0;0;0;0;0;0,0208928671310397;0;0
"wa¿ny";0;0;0;0;0;0;0;0;0,0109524910136196;0;0;0,0116679803763184;0;0;0,0127578466752053;0;0;0,0177246419457051;0;0
"w¹tek";0;0;0;0;0;0;0;0;0;0,0214317941605636;0;0;0;0;0,0182523521697108;0;0;0;0;0
"wczeœniej";0,0103196804217216;0;0;0;0;0;0;0;0,0109524910136196;0;0;0;0;0;0,0127578466752053;0;0;0,0177246419457051;0;0
"wersja";0;0;0;0;0;0;0;0;0;0;0,016999786299169;0,013753595950584;0;0,016587670267674;0;0;0;0;0;0
"wewnêtrzny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0182523521697108;0;0,0192018965022391;0;0;0
"widoczny";0;0,016195062687374;0;0;0;0;0;0,0153762112031809;0;0;0;0;0;0;0;0;0;0,0208928671310397;0;0
"widzieæ";0;0;0;0,0256566640319046;0;0;0;0,0130445398589178;0;0;0;0,0116679803763184;0;0;0;0;0;0;0,019349400790728;0
"wiedzieæ";0;0;0,0427348729120373;0,0128283320159523;0;0,0146033213514928;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0130445398589178
"wieko";0;0;0;0;0,0684241398541552;0,0172136200890956;0;0;0;0;0;0;0;0;0;0;0;0;0,0228080466180517;0
"wiele";0;0,00782205973306132;0,00810998831219241;0;0;0;0,0130883969790828;0;0;0,017057136708224;0,00821073350861716;0,0066428547481777;0;0;0;0,00612003747633038;0;0,0100910541594455;0;0
"wielki";0;0;0;0,0083678075846948;0,0126214431069147;0,00952561743918087;0;0;0;0;0;0;0,0113027848718639;0,0183584627009668;0;0;0;0,0115616272735096;0;0,00850883804960538
"wielkie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0253582297319646;0,0276827341240614;0
"wielkoœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0402657950895438;0;0;0;0;0;0,0186625173870077
"wielu";0;0,0118343195266272;0,0122699386503067;0;0,0166666666666667;0;0;0,0337078651685393;0;0;0;0;0;0;0,010989010989011;0;0;0;0;0
"wiêcej";0,00383331767222251;0,0102070588905333;0,0105827788496941;0,00476517390193406;0;0,00542450613993752;0;0;0,00813675920990628;0,00556449339516171;0,0053571209704973;0;0;0;0;0,00399303924189845;0,00498552876445124;0;0;0,00484548582162958
"wiêkszoœæ";0;0;0;0;0,0252428862138293;0;0;0,00850883804960538;0,00714421307938565;0;0;0,0152218409329624;0,0226055697437277;0,0183584627009668;0,00832183061994373;0;0;0;0;0
"wiêkszy";0;0;0;0;0;0,00952561743918087;0;0;0,00714421307938565;0;0,00940728678776247;0;0,0113027848718639;0,0275376940514501;0;0,00701191283717481;0;0,0115616272735096;0;0
"wioska";0;0;0;0;0;0,0146033213514928;0;0;0;0;0;0;0,017327821603637;0;0;0;0,0134215496814298;0;0;0,0391336195767533
"wirtualny";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0;0,0201328975447719;0;0;0;0;0;0
"wizja";0;0;0;0,0151213568738464;0;0;0;0;0;0;0;0;0;0,016587670267674;0;0;0;0;0;0,0461286336095428
"wkrótce";0;0;0;0;0;0,0208926295275935;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0;0
"w³asny";0;0;0;0;0;0;0;0;0,0109524910136196;0,0149801812573378;0;0,0116679803763184;0,017327821603637;0;0;0;0;0;0;0
"w³aœciciel";0,0121642915296276;0;0;0;0;0;0;0;0;0;0;0,013753595950584;0;0;0;0;0,0158206103709029;0;0;0
"wobec";0;0;0;0;0;0;0;0,0461286336095428;0;0;0;0;0;0;0;0;0;0,0208928671310397;0;0,0153762112031809
"woda";0;0;0;0;0;0;0;0;0;0,0176578425430078;0;0;0,061275349123124;0;0;0;0;0,0208928671310397;0;0
"wojna";0;0;0;0;0;0,0172136200890956;0,0270986692491704;0;0;0;0;0;0;0;0,0150382724954187;0;0;0;0;0
"wp³yw";0;0;0;0;0,0166666666666667;0;0;0;0,00943396226415094;0;0;0,0201005025125628;0;0;0;0;0,0115606936416185;0;0,0333333333333333;0
"wprowadzaæ";0;0;0;0;0;0;0;0;0;0;0,016999786299169;0,0275071919011679;0,0204251163743747;0;0;0;0;0;0;0
"wracaæ";0;0;0;0;0;0;0;0,0186625173870077;0;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"wraz";0;0;0,0203799269624992;0;0;0,041785259055187;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wra¿enie";0;0;0,0284899152746916;0,0128283320159523;0;0;0;0,0130445398589178;0;0;0;0;0;0;0;0;0;0;0;0,0260890797178355
"wreszcie";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"wrêcz";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0;0,0201328975447719;0;0;0;0;0;0
"wrogi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0182523521697108;0;0;0,0253582297319646;0;0
"wróciæ";0;0;0,0167911999642099;0;0;0;0,0541973384983407;0;0,0129102150668217;0;0;0;0;0;0;0;0;0;0;0
"wróg";0;0;0,0284899152746916;0,0128283320159523;0;0;0;0,0130445398589178;0;0;0;0;0;0;0;0;0;0,0177246419457051;0;0
"wskazówka";0;0;0;0;0;0;0,0270986692491704;0;0;0;0;0,013753595950584;0;0;0;0;0,0316412207418059;0;0;0
"wskrzeszaæ";0;0;0;0;0;0;0;0;0,0156694721456951;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"wspomóc";0,0147641248661661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0192018965022391;0;0;0
"wszystkich";0,0147641248661661;0;0;0;0;0;0;0;0;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"wszystkie";0,0364928745888827;0;0,0335823999284197;0;0;0;0;0;0,0258204301336435;0;0;0;0;0;0;0;0;0;0;0
"wszystkim";0;0;0;0;0;0;0;0;0;0,0176578425430078;0,016999786299169;0;0;0;0,0150382724954187;0;0;0;0;0
"wtedy";0;0;0;0;0;0;0;0;0;0;0;0,013753595950584;0,0204251163743747;0;0;0,0126711370100287;0;0;0;0
"wybieraæ";0;0;0;0;0;0;0;0;0;0;0,016999786299169;0;0;0,033175340535348;0;0;0,0158206103709029;0;0;0
"wybory";0;0;0;0;0;0;0;0;0,0156694721456951;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"wybór";0;0,0118343195266272;0;0,0110497237569061;0;0;0;0;0,00943396226415094;0;0;0;0;0,0121212121212121;0;0,00925925925925926;0;0;0;0
"wychodziæ";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0;0,0201328975447719;0;0;0;0;0;0
"wyci¹gaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0201328975447719;0;0,0153792967355896;0;0;0;0
"wydarzenie";0;0;0;0;0;0;0;0;0,0109524910136196;0;0;0;0;0;0,0255156933504106;0;0,0134215496814298;0;0;0,0130445398589178
"wydawaæ";0,00888888888888889;0;0,0245398773006135;0,0110497237569061;0;0;0;0;0;0,0129032258064516;0;0,0100502512562814;0;0;0;0;0;0;0;0
"wygraæ";0,0147641248661661;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0182523521697108;0;0;0;0;0
"wyj¹tkowy";0,0147641248661661;0;0;0;0,0276827341240614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wykonaæ";0,0103196804217216;0;0;0;0;0;0;0;0,0109524910136196;0;0;0;0;0;0,0127578466752053;0;0,0268430993628597;0;0;0
"wykonywaæ";0;0;0;0,0167356151693896;0;0;0;0,00850883804960538;0,00714421307938565;0;0;0,0228327613994436;0,0113027848718639;0;0;0;0,00875475822444947;0;0;0,00850883804960538
"wykorzystaæ";0,0147641248661661;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0365047043394216;0;0;0;0;0
"wykorzystywaæ";0;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0253582297319646;0;0
"wylosowaæ";0;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"wymagaæ";0;0;0;0;0;0;0;0;0;0,0176578425430078;0;0;0;0,016587670267674;0;0,0126711370100287;0;0;0;0
"wynik";0;0;0;0;0;0,0146033213514928;0;0;0;0;0;0;0;0;0;0,01074966710596;0,0402646490442895;0;0,019349400790728;0
"wynikaæ";0;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"wysoki";0;0;0;0;0;0;0;0;0;0;0;0,0333862120089182;0;0;0,0182523521697108;0;0;0;0;0
"wyspa";0;0;0;0;0;0;0,0229893870780927;0;0;0;0,0144219136328408;0;0,0519834648109111;0;0,0127578466752053;0;0;0;0;0
"wystarczyæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0,0253582297319646;0;0
"wytyczna";0;0,0196563792596885;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0
"wywrzeæ";0;0;0;0;0,0276827341240614;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0553654682481227;0
"wyzwanie";0;0,0196563792596885;0,0203799269624992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wzgl¹d";0;0;0;0;0,0456160932361034;0,0344272401781913;0;0;0;0;0;0;0;0;0;0;0;0,0208928671310397;0;0
"wzglêdem";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0;0,0201328975447719;0;0;0;0;0;0
"wzglêdy";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"zabawa";0;0,0136331727034917;0;0,0127293159496691;0;0;0;0,0129438549825287;0;0;0,0143105974341;0,0173668808057043;0;0,00698183692997;0,00632968732662115;0,00533334765483819;0;0,0175878334877107;0;0
"zabiæ";0;0;0;0;0;0;0;0;0;0;0;0;0,0247905081708012;0;0;0;0;0;0;0,0186625173870077
"zabieraæ";0;0,0196563792596885;0;0;0;0;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0
"zabrak³o";0;0;0;0;0;0;0;0,0153762112031809;0;0;0,016999786299169;0;0,0204251163743747;0;0;0;0;0;0;0
"zaburzenie";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"zachowanie";0;0;0;0,0128283320159523;0;0;0;0,0130445398589178;0;0;0,0144219136328408;0,0116679803763184;0;0;0;0;0;0;0;0
"zacz¹æ";0;0;0;0;0;0;0,0541973384983407;0;0;0,0176578425430078;0;0;0;0;0;0;0;0;0,0228080466180517;0
"zaczynaæ";0;0;0;0,0183531938944053;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0
"zadanie";0;0;0,0142449576373458;0;0;0;0;0;0;0;0;0,0350039411289552;0;0;0;0;0,0134215496814298;0;0;0,0260890797178355
"zagraæ";0;0;0;0;0;0;0;0;0,0470084164370853;0;0;0;0,0247905081708012;0;0;0;0;0;0;0
"zaj¹æ";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"zajmowaæ";0;0,0137392194963749;0;0;0;0;0;0;0,0109524910136196;0;0;0,0116679803763184;0;0;0;0,03224900131788;0;0;0;0
"zaklêcie";0;0,016195062687374;0;0;0;0;0;0;0;0;0;0;0;0;0,0150382724954187;0;0,0158206103709029;0;0;0
"zakoñczenie";0;0;0;0;0;0,0208926295275935;0;0;0;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"zakres";0;0;0;0;0;0;0;0;0;0,0214317941605636;0;0;0;0,0201328975447719;0;0;0;0;0;0
"zakryæ";0,0295282497323321;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0
"zaledwie";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"zale¿eæ";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"zamiast";0;0,016195062687374;0;0;0;0;0;0;0,0129102150668217;0,0176578425430078;0;0;0;0;0;0;0;0;0;0
"zamieszkaæ";0;0;0;0;0,0228080466180517;0,0172136200890956;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153762112031809
"zapadaæ";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"zapewniaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0182523521697108;0,0153792967355896;0;0;0;0
"zapewniæ";0,0147641248661661;0;0;0;0;0;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0;0
"zapisaæ";0;0;0;0;0;0,0208926295275935;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0
"zapomnieæ";0;0;0,0167911999642099;0;0;0;0;0;0;0,0176578425430078;0;0;0;0;0;0;0;0;0;0,0153762112031809
"zarówno";0;0;0;0;0;0;0;0,0153762112031809;0;0;0,016999786299169;0;0;0;0,0150382724954187;0;0;0;0;0
"zasada";0;0;0;0;0;0;0;0;0;0;0,0144219136328408;0;0;0,0140722914841658;0,0255156933504106;0,02149933421192;0;0;0;0
"zastosowaæ";0,0147641248661661;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"zawodowy";0;0;0;0;0;0;0;0;0;0;0;0,0333862120089182;0;0;0;0;0;0;0,0276827341240614;0
"zawsze";0;0;0;0;0;0;0;0;0;0;0;0;0,0247905081708012;0,0201328975447719;0;0;0;0;0;0
"zbieraæ";0;0;0;0;0;0;0;0;0,0156694721456951;0;0;0,0333862120089182;0;0;0;0;0;0;0;0
"zbyt";0;0;0,0245398773006135;0;0;0;0;0,0224719101123595;0;0;0;0,0201005025125628;0;0;0,010989010989011;0;0;0,0152671755725191;0;0
"zdanie";0;0;0;0;0;0;0;0;0;0,0214317941605636;0;0;0;0;0;0;0;0;0;0,0186625173870077
"zdarzaæ";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0
"zdecydowaæ";0;0;0;0;0;0;0,0541973384983407;0;0;0;0,016999786299169;0;0,0204251163743747;0;0;0;0;0;0;0
"zdjêcie";0;0;0;0;0;0;0;0,0186625173870077;0;0;0,0206330937570644;0;0;0;0;0;0;0;0;0
"zdobyæ";0,00888888888888889;0;0;0;0;0;0;0;0,00943396226415094;0;0;0;0;0;0,010989010989011;0,00925925925925926;0,0115606936416185;0;0;0
"zdolnoœæ";0,0177777777777778;0;0;0;0;0;0;0,0112359550561798;0;0;0;0;0;0;0;0,0185185185185185;0;0,0152671755725191;0,0166666666666667;0
"zemrzeæ";0;0;0;0;0,038698801581456;0,0292066427029857;0,0229893870780927;0;0;0;0;0;0;0;0;0;0;0;0,019349400790728;0
"zestaw";0;0;0;0;0;0;0;0;0;0;0;0,0166931060044591;0;0;0;0,0307585934711793;0;0;0;0
"zgasiæ";0;0;0,0203799269624992;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0;0;0
"zgodny";0;0;0;0;0;0;0;0;0,0313389442913902;0;0;0;0;0;0;0;0,0384037930044782;0;0;0
"zgromadziæ";0,0121642915296276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0208928671310397;0;0,0153762112031809
"ziemia";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"zliczaæ";0,0147641248661661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0307585934711793;0;0;0;0
"z³ego";0;0;0;0;0;0;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0;0,0276827341240614;0
"zmiana";0;0;0;0;0;0;0;0;0,0109524910136196;0;0;0;0;0,0281445829683317;0,0127578466752053;0;0;0,0354492838914101;0;0
"zmieniaæ";0,0147641248661661;0;0;0;0;0;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0
"zmieniæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0365047043394216;0;0;0,0253582297319646;0;0
"znacz¹cy";0;0;0;0;0,0228080466180517;0;0;0;0,0129102150668217;0;0;0;0;0;0;0,0126711370100287;0;0;0;0
"znaczenie";0;0;0;0,0151213568738464;0;0;0;0;0;0,0176578425430078;0;0;0;0;0,0150382724954187;0;0;0;0;0
"znaczny";0;0;0;0;0;0;0;0;0;0;0,016999786299169;0;0,0408502327487493;0;0;0,0126711370100287;0;0;0;0
"znajdywaæ";0;0;0;0;0;0;0;0;0,0109524910136196;0,0149801812573378;0,0144219136328408;0;0;0;0,0127578466752053;0;0;0;0;0
"znaleŸæ";0,00512001374864467;0;0;0,00636465797483453;0;0;0;0;0,0163019305676186;0;0,00715529871705;0;0;0;0,00632968732662115;0,00533334765483819;0,013317954837515;0;0,00960002577870875;0,00647192749126433
"znany";0;0,0118343195266272;0;0;0;0;0,0198019801980198;0;0;0;0;0;0,0447761194029851;0;0,021978021978022;0;0;0;0,0166666666666667;0
"zobaczyæ";0;0,016195062687374;0;0,0151213568738464;0;0;0;0;0;0;0;0;0;0;0,0150382724954187;0;0;0;0;0
"zostaæ";0,00888888888888889;0,0118343195266272;0;0,00552486187845304;0,025;0;0;0;0;0,00645161290322581;0;0;0,00746268656716418;0;0;0,00462962962962963;0,00578034682080925;0,0152671755725191;0,00833333333333333;0
"zostawaæ";0,0295282497323321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"zrealizowaæ";0,00673143632368781;0;0,00929185995601079;0,0083678075846948;0;0,00952561743918087;0,0149957739884134;0;0;0;0;0,0076109204664812;0;0;0;0;0;0;0;0,00850883804960538
"zreszt¹";0;0;0,0245398773006135;0;0;0;0;0,0112359550561798;0;0;0;0;0;0;0,021978021978022;0;0;0,0152671755725191;0;0,0112359550561798
"zrobiæ";0;0;0,0142449576373458;0,0128283320159523;0;0;0;0,0130445398589178;0;0;0;0;0;0;0;0,01074966710596;0;0;0;0
"zrozumieæ";0;0;0;0;0,0276827341240614;0;0;0;0;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"zupe³ny";0,00771984708518314;0;0;0;0;0,010924311912995;0;0;0;0,011206229639782;0,0107886061749454;0,00872847032244325;0,0129624298072105;0;0;0;0;0;0;0
"zwi¹zaæ";0;0;0;0;0;0,0172136200890956;0;0;0;0;0;0;0;0;0;0;0;0,0208928671310397;0;0,0153762112031809
"zwiedzaæ";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0,0247905081708012;0;0;0;0;0;0;0
"zwiêkszyæ";0;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0192018965022391;0;0;0
"zw³aszcza";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0201328975447719;0,0182523521697108;0;0;0;0;0
"zwyciêstwo";0;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0,0192018965022391;0;0;0
"zwyciêzca";0,0147641248661661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"zwyk³y";0;0;0;0,0151213568738464;0;0;0;0;0,0129102150668217;0;0;0;0;0;0;0;0;0;0;0,0153762112031809
"Ÿród³o";0;0,0118343195266272;0;0,0110497237569061;0;0;0,0198019801980198;0,0112359550561798;0;0;0;0;0;0;0;0;0;0;0,0166666666666667;0
"¿aden";0,00673143632368781;0,0179239428737249;0,00929185995601079;0;0;0;0;0,00850883804960538;0,00714421307938565;0;0;0;0;0,0183584627009668;0;0,00701191283717481;0;0;0;0
"¿eton";0,0103196804217216;0;0;0;0;0;0;0;0,0438099640544785;0;0;0;0;0;0;0,0859973368476801;0,0134215496814298;0;0;0
"¿ycie";0;0;0;0;0,038400103114835;0,0217359074234915;0,0114059712222282;0;0,00543397685587288;0;0,00715529871705;0;0,0257911140323519;0,00698183692997;0;0;0,00665897741875751;0;0,0288000773361263;0
"¿ywy";0;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0,0553654682481227;0
